./run_distributed.sh 
(base) austin:~/CS535/TP$ master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
master_addr is only used for static rdzv_backend and when rdzv_endpoint is not specified.
Started process 3
Started process 2
Started process 0
Started process 1
11:12:41 --- PID 0; epoch 0, batch 0
15:27:16 --- PID 3; epoch 0, batch 6
15:27:36 --- PID 3; epoch 0, batch 7
15:27:36 --- PID 0; epoch 0, batch 7
15:27:36 --- PID 1; epoch 0, batch 7
15:27:36 --- PID 2; epoch 0, batch 7
15:27:55 --- PID 1; epoch 0, batch 8
15:27:55 --- PID 2; epoch 0, batch 8
15:27:55 --- PID 0; epoch 0, batch 8
15:27:55 --- PID 3; epoch 0, batch 8
15:28:15 --- PID 3; epoch 0, batch 9
15:28:15 --- PID 0; epoch 0, batch 9
15:28:15 --- PID 2; epoch 0, batch 9
15:28:15 --- PID 1; epoch 0, batch 9
15:28:35 --- PID 1; epoch 1, batch 0
15:28:35 --- PID 2; epoch 1, batch 0
15:28:35 --- PID 3; epoch 1, batch 0
15:28:36 --- Epoch: 0	Train loss: 6.2160	Valid loss: 6.2212	Train accuracy: 0.26	Valid accuracy: 0.23
15:28:36 --- PID 0; epoch 1, batch 0
15:28:53 --- PID 0; epoch 1, batch 1
15:28:53 --- PID 2; epoch 1, batch 1
15:28:53 --- PID 1; epoch 1, batch 1
15:28:53 --- PID 3; epoch 1, batch 1
15:29:09 --- PID 1; epoch 1, batch 2
15:29:09 --- PID 0; epoch 1, batch 2
15:29:09 --- PID 3; epoch 1, batch 2
15:29:09 --- PID 2; epoch 1, batch 2
15:29:25 --- PID 2; epoch 1, batch 3
15:29:25 --- PID 3; epoch 1, batch 3
15:29:25 --- PID 0; epoch 1, batch 3
15:29:25 --- PID 1; epoch 1, batch 3
15:29:42 --- PID 0; epoch 1, batch 4
15:29:42 --- PID 2; epoch 1, batch 4
15:29:42 --- PID 3; epoch 1, batch 4
15:29:42 --- PID 1; epoch 1, batch 4
15:29:58 --- PID 0; epoch 1, batch 5
15:29:58 --- PID 2; epoch 1, batch 5
15:29:58 --- PID 3; epoch 1, batch 5
15:29:58 --- PID 1; epoch 1, batch 5
15:30:14 --- PID 1; epoch 1, batch 6
15:30:14 --- PID 3; epoch 1, batch 6
15:30:14 --- PID 0; epoch 1, batch 6
15:30:14 --- PID 2; epoch 1, batch 6
15:30:31 --- PID 2; epoch 1, batch 7
15:30:31 --- PID 1; epoch 1, batch 7
15:30:31 --- PID 0; epoch 1, batch 7
15:30:31 --- PID 3; epoch 1, batch 7
15:30:47 --- PID 2; epoch 1, batch 8
15:30:47 --- PID 3; epoch 1, batch 8
15:30:47 --- PID 0; epoch 1, batch 8
15:30:47 --- PID 1; epoch 1, batch 8
15:31:03 --- PID 1; epoch 1, batch 9
15:31:03 --- PID 0; epoch 1, batch 9
15:31:03 --- PID 2; epoch 1, batch 9
15:31:03 --- PID 3; epoch 1, batch 9
15:31:20 --- PID 1; epoch 2, batch 0
15:31:20 --- PID 3; epoch 2, batch 0
15:31:20 --- PID 2; epoch 2, batch 0
15:31:22 --- Epoch: 1	Train loss: 6.2089	Valid loss: 6.2258	Train accuracy: 0.36	Valid accuracy: 0.20
15:31:22 --- PID 0; epoch 2, batch 0
15:31:39 --- PID 1; epoch 2, batch 1
15:31:39 --- PID 2; epoch 2, batch 1
15:31:39 --- PID 0; epoch 2, batch 1
15:31:39 --- PID 3; epoch 2, batch 1
15:31:55 --- PID 1; epoch 2, batch 2
15:31:55 --- PID 0; epoch 2, batch 2
15:31:55 --- PID 2; epoch 2, batch 2
15:31:55 --- PID 3; epoch 2, batch 2
15:32:11 --- PID 3; epoch 2, batch 3
15:32:11 --- PID 2; epoch 2, batch 3
15:32:11 --- PID 1; epoch 2, batch 3
15:32:11 --- PID 0; epoch 2, batch 3
15:32:28 --- PID 1; epoch 2, batch 4
15:32:28 --- PID 0; epoch 2, batch 4
15:32:28 --- PID 2; epoch 2, batch 4
15:32:28 --- PID 3; epoch 2, batch 4
15:32:44 --- PID 2; epoch 2, batch 5
15:32:44 --- PID 0; epoch 2, batch 5
15:32:44 --- PID 1; epoch 2, batch 5
15:32:44 --- PID 3; epoch 2, batch 5
15:33:00 --- PID 3; epoch 2, batch 6
15:33:00 --- PID 0; epoch 2, batch 6
15:33:00 --- PID 1; epoch 2, batch 6
15:33:00 --- PID 2; epoch 2, batch 6
15:33:16 --- PID 0; epoch 2, batch 7
15:33:16 --- PID 3; epoch 2, batch 7
15:33:16 --- PID 1; epoch 2, batch 7
15:33:16 --- PID 2; epoch 2, batch 7
15:33:33 --- PID 1; epoch 2, batch 8
15:33:33 --- PID 2; epoch 2, batch 8
15:33:33 --- PID 3; epoch 2, batch 8
15:33:33 --- PID 0; epoch 2, batch 8
15:33:49 --- PID 2; epoch 2, batch 9
15:33:49 --- PID 0; epoch 2, batch 9
15:33:49 --- PID 3; epoch 2, batch 9
15:33:49 --- PID 1; epoch 2, batch 9
15:34:06 --- PID 1; epoch 3, batch 0
15:34:06 --- PID 3; epoch 3, batch 0
15:34:06 --- PID 2; epoch 3, batch 0
15:34:08 --- Epoch: 2	Train loss: 6.2037	Valid loss: 6.2299	Train accuracy: 0.40	Valid accuracy: 0.20
15:34:08 --- PID 0; epoch 3, batch 0
15:34:25 --- PID 1; epoch 3, batch 1
15:34:25 --- PID 2; epoch 3, batch 1
15:34:25 --- PID 0; epoch 3, batch 1
15:34:25 --- PID 3; epoch 3, batch 1
15:34:41 --- PID 1; epoch 3, batch 2
15:34:41 --- PID 2; epoch 3, batch 2
15:34:41 --- PID 3; epoch 3, batch 2
15:34:41 --- PID 0; epoch 3, batch 2
15:34:57 --- PID 2; epoch 3, batch 3
15:34:57 --- PID 0; epoch 3, batch 3
15:34:57 --- PID 3; epoch 3, batch 3
15:34:57 --- PID 1; epoch 3, batch 3
15:35:14 --- PID 0; epoch 3, batch 4
15:35:14 --- PID 2; epoch 3, batch 4
15:35:14 --- PID 1; epoch 3, batch 4
15:35:14 --- PID 3; epoch 3, batch 4
15:35:30 --- PID 3; epoch 3, batch 5
15:35:30 --- PID 0; epoch 3, batch 5
15:35:30 --- PID 1; epoch 3, batch 5
15:35:30 --- PID 2; epoch 3, batch 5
15:35:46 --- PID 3; epoch 3, batch 6
15:35:46 --- PID 0; epoch 3, batch 6
15:35:46 --- PID 1; epoch 3, batch 6
15:35:46 --- PID 2; epoch 3, batch 6
15:36:03 --- PID 2; epoch 3, batch 7
15:36:03 --- PID 1; epoch 3, batch 7
15:36:03 --- PID 3; epoch 3, batch 7
15:36:03 --- PID 0; epoch 3, batch 7
15:36:19 --- PID 2; epoch 3, batch 8
15:36:19 --- PID 0; epoch 3, batch 8
15:36:19 --- PID 1; epoch 3, batch 8
15:36:19 --- PID 3; epoch 3, batch 8
15:36:35 --- PID 2; epoch 3, batch 9
15:36:35 --- PID 1; epoch 3, batch 9
15:36:35 --- PID 3; epoch 3, batch 9
15:36:35 --- PID 0; epoch 3, batch 9
15:36:52 --- PID 1; epoch 4, batch 0
15:36:52 --- PID 3; epoch 4, batch 0
15:36:52 --- PID 2; epoch 4, batch 0
15:36:54 --- Epoch: 3	Train loss: 6.1972	Valid loss: 6.2316	Train accuracy: 0.52	Valid accuracy: 0.23
15:36:54 --- PID 0; epoch 4, batch 0
15:37:10 --- PID 1; epoch 4, batch 1
15:37:10 --- PID 2; epoch 4, batch 1
15:37:10 --- PID 3; epoch 4, batch 1
15:37:10 --- PID 0; epoch 4, batch 1
15:37:27 --- PID 1; epoch 4, batch 2
15:37:27 --- PID 3; epoch 4, batch 2
15:37:27 --- PID 0; epoch 4, batch 2
15:37:27 --- PID 2; epoch 4, batch 2
15:37:43 --- PID 3; epoch 4, batch 3
15:37:43 --- PID 0; epoch 4, batch 3
15:37:43 --- PID 2; epoch 4, batch 3
15:37:43 --- PID 1; epoch 4, batch 3
15:37:59 --- PID 2; epoch 4, batch 4
15:37:59 --- PID 3; epoch 4, batch 4
15:37:59 --- PID 1; epoch 4, batch 4
15:37:59 --- PID 0; epoch 4, batch 4
15:38:15 --- PID 1; epoch 4, batch 5
15:38:15 --- PID 2; epoch 4, batch 5
15:38:15 --- PID 3; epoch 4, batch 5
15:38:15 --- PID 0; epoch 4, batch 5
15:38:32 --- PID 2; epoch 4, batch 6
15:38:32 --- PID 0; epoch 4, batch 6
15:38:32 --- PID 3; epoch 4, batch 6
15:38:32 --- PID 1; epoch 4, batch 6
15:38:48 --- PID 0; epoch 4, batch 7
15:38:48 --- PID 3; epoch 4, batch 7
15:38:48 --- PID 1; epoch 4, batch 7
15:38:48 --- PID 2; epoch 4, batch 7
15:39:04 --- PID 3; epoch 4, batch 8
15:39:04 --- PID 0; epoch 4, batch 8
15:39:04 --- PID 1; epoch 4, batch 8
15:39:04 --- PID 2; epoch 4, batch 8
15:39:21 --- PID 1; epoch 4, batch 9
15:39:21 --- PID 3; epoch 4, batch 9
15:39:21 --- PID 2; epoch 4, batch 9
15:39:21 --- PID 0; epoch 4, batch 9
15:39:38 --- PID 1; epoch 5, batch 0
15:39:38 --- PID 3; epoch 5, batch 0
15:39:38 --- PID 2; epoch 5, batch 0
15:39:40 --- Epoch: 4	Train loss: 6.1921	Valid loss: 6.2362	Train accuracy: 0.57	Valid accuracy: 0.22
15:39:40 --- PID 0; epoch 5, batch 0
15:39:56 --- PID 0; epoch 5, batch 1
15:39:56 --- PID 3; epoch 5, batch 1
15:39:56 --- PID 2; epoch 5, batch 1
15:39:56 --- PID 1; epoch 5, batch 1
15:40:13 --- PID 2; epoch 5, batch 2
15:40:13 --- PID 3; epoch 5, batch 2
15:40:13 --- PID 0; epoch 5, batch 2
15:40:13 --- PID 1; epoch 5, batch 2
15:40:29 --- PID 2; epoch 5, batch 3
15:40:29 --- PID 0; epoch 5, batch 3
15:40:29 --- PID 3; epoch 5, batch 3
15:40:29 --- PID 1; epoch 5, batch 3
15:40:45 --- PID 3; epoch 5, batch 4
15:40:45 --- PID 0; epoch 5, batch 4
15:40:45 --- PID 1; epoch 5, batch 4
15:40:45 --- PID 2; epoch 5, batch 4
15:41:01 --- PID 1; epoch 5, batch 5
15:41:01 --- PID 0; epoch 5, batch 5
15:41:01 --- PID 2; epoch 5, batch 5
15:41:01 --- PID 3; epoch 5, batch 5
15:41:18 --- PID 2; epoch 5, batch 6
15:41:18 --- PID 3; epoch 5, batch 6
15:41:18 --- PID 0; epoch 5, batch 6
15:41:18 --- PID 1; epoch 5, batch 6
15:41:34 --- PID 3; epoch 5, batch 7
15:41:34 --- PID 0; epoch 5, batch 7
15:41:34 --- PID 1; epoch 5, batch 7
15:41:34 --- PID 2; epoch 5, batch 7
15:41:50 --- PID 0; epoch 5, batch 8
15:41:50 --- PID 2; epoch 5, batch 8
15:41:50 --- PID 3; epoch 5, batch 8
15:41:50 --- PID 1; epoch 5, batch 8
15:42:06 --- PID 2; epoch 5, batch 9
15:42:06 --- PID 3; epoch 5, batch 9
15:42:06 --- PID 1; epoch 5, batch 9
15:42:06 --- PID 0; epoch 5, batch 9
15:42:23 --- PID 3; epoch 6, batch 0
15:42:23 --- PID 1; epoch 6, batch 0
15:42:23 --- PID 2; epoch 6, batch 0
15:42:26 --- Epoch: 5	Train loss: 6.1860	Valid loss: 6.2490	Train accuracy: 0.58	Valid accuracy: 0.20
15:42:26 --- PID 0; epoch 6, batch 0
15:42:42 --- PID 2; epoch 6, batch 1
15:42:42 --- PID 3; epoch 6, batch 1
15:42:42 --- PID 0; epoch 6, batch 1
15:42:42 --- PID 1; epoch 6, batch 1
15:42:58 --- PID 1; epoch 6, batch 2
15:42:58 --- PID 3; epoch 6, batch 2
15:42:58 --- PID 2; epoch 6, batch 2
15:42:58 --- PID 0; epoch 6, batch 2
15:43:15 --- PID 0; epoch 6, batch 3
15:43:15 --- PID 1; epoch 6, batch 3
15:43:15 --- PID 2; epoch 6, batch 3
15:43:15 --- PID 3; epoch 6, batch 3
15:43:31 --- PID 3; epoch 6, batch 4
15:43:31 --- PID 0; epoch 6, batch 4
15:43:31 --- PID 1; epoch 6, batch 4
15:43:31 --- PID 2; epoch 6, batch 4
15:43:47 --- PID 0; epoch 6, batch 5
15:43:47 --- PID 1; epoch 6, batch 5
15:43:47 --- PID 3; epoch 6, batch 5
15:43:47 --- PID 2; epoch 6, batch 5
15:44:03 --- PID 2; epoch 6, batch 6
15:44:03 --- PID 0; epoch 6, batch 6
15:44:03 --- PID 3; epoch 6, batch 6
15:44:03 --- PID 1; epoch 6, batch 6
15:44:20 --- PID 1; epoch 6, batch 7
15:44:20 --- PID 3; epoch 6, batch 7
15:44:20 --- PID 0; epoch 6, batch 7
15:44:20 --- PID 2; epoch 6, batch 7
15:44:36 --- PID 0; epoch 6, batch 8
15:44:36 --- PID 1; epoch 6, batch 8
15:44:36 --- PID 2; epoch 6, batch 8
15:44:36 --- PID 3; epoch 6, batch 8
15:44:52 --- PID 1; epoch 6, batch 9
15:44:52 --- PID 3; epoch 6, batch 9
15:44:52 --- PID 0; epoch 6, batch 9
15:44:52 --- PID 2; epoch 6, batch 9
15:45:09 --- PID 1; epoch 7, batch 0
15:45:09 --- PID 3; epoch 7, batch 0
15:45:09 --- PID 2; epoch 7, batch 0
15:45:10 --- Epoch: 6	Train loss: 6.1806	Valid loss: 6.2566	Train accuracy: 0.64	Valid accuracy: 0.24
15:45:10 --- PID 0; epoch 7, batch 0
15:45:27 --- PID 0; epoch 7, batch 1
15:45:27 --- PID 1; epoch 7, batch 1
15:45:27 --- PID 2; epoch 7, batch 1
15:45:27 --- PID 3; epoch 7, batch 1
15:45:43 --- PID 1; epoch 7, batch 2
15:45:43 --- PID 0; epoch 7, batch 2
15:45:43 --- PID 2; epoch 7, batch 2
15:45:43 --- PID 3; epoch 7, batch 2
15:45:59 --- PID 2; epoch 7, batch 3
15:45:59 --- PID 3; epoch 7, batch 3
15:45:59 --- PID 1; epoch 7, batch 3
15:45:59 --- PID 0; epoch 7, batch 3
15:46:16 --- PID 0; epoch 7, batch 4
15:46:16 --- PID 1; epoch 7, batch 4
15:46:16 --- PID 2; epoch 7, batch 4
15:46:16 --- PID 3; epoch 7, batch 4
15:46:32 --- PID 2; epoch 7, batch 5
15:46:32 --- PID 1; epoch 7, batch 5
15:46:32 --- PID 3; epoch 7, batch 5
15:46:32 --- PID 0; epoch 7, batch 5
15:46:48 --- PID 2; epoch 7, batch 6
15:46:48 --- PID 0; epoch 7, batch 6
15:46:48 --- PID 1; epoch 7, batch 6
15:46:48 --- PID 3; epoch 7, batch 6
15:47:05 --- PID 3; epoch 7, batch 7
15:47:05 --- PID 2; epoch 7, batch 7
15:47:05 --- PID 0; epoch 7, batch 7
15:47:05 --- PID 1; epoch 7, batch 7
15:47:21 --- PID 0; epoch 7, batch 8
15:47:21 --- PID 3; epoch 7, batch 8
15:47:21 --- PID 1; epoch 7, batch 8
15:47:21 --- PID 2; epoch 7, batch 8
15:47:37 --- PID 2; epoch 7, batch 9
15:47:37 --- PID 3; epoch 7, batch 9
15:47:37 --- PID 0; epoch 7, batch 9
15:47:37 --- PID 1; epoch 7, batch 9
15:47:54 --- PID 1; epoch 8, batch 0
15:47:54 --- PID 3; epoch 8, batch 0
15:47:54 --- PID 2; epoch 8, batch 0
15:47:55 --- Epoch: 7	Train loss: 6.1767	Valid loss: 6.2523	Train accuracy: 0.68	Valid accuracy: 0.24
15:47:55 --- PID 0; epoch 8, batch 0
15:48:12 --- PID 1; epoch 8, batch 1
15:48:12 --- PID 2; epoch 8, batch 1
15:48:12 --- PID 0; epoch 8, batch 1
15:48:12 --- PID 3; epoch 8, batch 1
15:48:28 --- PID 2; epoch 8, batch 2
15:48:28 --- PID 1; epoch 8, batch 2
15:48:28 --- PID 3; epoch 8, batch 2
15:48:28 --- PID 0; epoch 8, batch 2
15:48:44 --- PID 3; epoch 8, batch 3
15:48:44 --- PID 0; epoch 8, batch 3
15:48:44 --- PID 2; epoch 8, batch 3
15:48:44 --- PID 1; epoch 8, batch 3
15:49:00 --- PID 0; epoch 8, batch 4
15:49:00 --- PID 1; epoch 8, batch 4
15:49:00 --- PID 2; epoch 8, batch 4
15:49:00 --- PID 3; epoch 8, batch 4
15:49:17 --- PID 1; epoch 8, batch 5
15:49:17 --- PID 2; epoch 8, batch 5
15:49:17 --- PID 0; epoch 8, batch 5
15:49:17 --- PID 3; epoch 8, batch 5
15:49:33 --- PID 1; epoch 8, batch 6
15:49:33 --- PID 3; epoch 8, batch 6
15:49:33 --- PID 0; epoch 8, batch 6
15:49:33 --- PID 2; epoch 8, batch 6
15:49:49 --- PID 2; epoch 8, batch 7
15:49:49 --- PID 1; epoch 8, batch 7
15:49:49 --- PID 3; epoch 8, batch 7
15:49:49 --- PID 0; epoch 8, batch 7
15:50:05 --- PID 2; epoch 8, batch 8
15:50:05 --- PID 1; epoch 8, batch 8
15:50:05 --- PID 3; epoch 8, batch 8
15:50:05 --- PID 0; epoch 8, batch 8
15:50:21 --- PID 0; epoch 8, batch 9
15:50:21 --- PID 1; epoch 8, batch 9
15:50:21 --- PID 3; epoch 8, batch 9
15:50:21 --- PID 2; epoch 8, batch 9
15:50:38 --- PID 1; epoch 9, batch 0
15:50:38 --- PID 3; epoch 9, batch 0
15:50:38 --- PID 2; epoch 9, batch 0
15:50:41 --- Epoch: 8	Train loss: 6.1729	Valid loss: 6.2581	Train accuracy: 0.71	Valid accuracy: 0.20
15:50:41 --- PID 0; epoch 9, batch 0
15:50:57 --- PID 2; epoch 9, batch 1
15:50:57 --- PID 1; epoch 9, batch 1
15:50:57 --- PID 0; epoch 9, batch 1
15:50:57 --- PID 3; epoch 9, batch 1
15:51:13 --- PID 3; epoch 9, batch 2
15:51:13 --- PID 0; epoch 9, batch 2
15:51:13 --- PID 1; epoch 9, batch 2
15:51:13 --- PID 2; epoch 9, batch 2
15:51:29 --- PID 1; epoch 9, batch 3
15:51:29 --- PID 0; epoch 9, batch 3
15:51:29 --- PID 3; epoch 9, batch 3
15:51:29 --- PID 2; epoch 9, batch 3
15:51:46 --- PID 3; epoch 9, batch 4
15:51:46 --- PID 2; epoch 9, batch 4
15:51:46 --- PID 0; epoch 9, batch 4
15:51:46 --- PID 1; epoch 9, batch 4
15:52:02 --- PID 3; epoch 9, batch 5
15:52:02 --- PID 0; epoch 9, batch 5
15:52:02 --- PID 1; epoch 9, batch 5
15:52:02 --- PID 2; epoch 9, batch 5
15:52:18 --- PID 0; epoch 9, batch 6
15:52:18 --- PID 2; epoch 9, batch 6
15:52:18 --- PID 1; epoch 9, batch 6
15:52:18 --- PID 3; epoch 9, batch 6
15:52:34 --- PID 0; epoch 9, batch 7
15:52:34 --- PID 3; epoch 9, batch 7
15:52:34 --- PID 2; epoch 9, batch 7
15:52:34 --- PID 1; epoch 9, batch 7
15:52:51 --- PID 2; epoch 9, batch 8
15:52:51 --- PID 0; epoch 9, batch 8
15:52:51 --- PID 3; epoch 9, batch 8
15:52:51 --- PID 1; epoch 9, batch 8
15:53:07 --- PID 1; epoch 9, batch 9
15:53:07 --- PID 2; epoch 9, batch 9
15:53:07 --- PID 0; epoch 9, batch 9
15:53:07 --- PID 3; epoch 9, batch 9
15:53:24 --- PID 1; epoch 10, batch 0
15:53:24 --- PID 2; epoch 10, batch 0
15:53:24 --- PID 3; epoch 10, batch 0
15:53:26 --- Epoch: 9	Train loss: 6.1698	Valid loss: 6.2684	Train accuracy: 0.72	Valid accuracy: 0.28
15:53:26 --- PID 0; epoch 10, batch 0
15:53:42 --- PID 0; epoch 10, batch 1
15:53:42 --- PID 1; epoch 10, batch 1
15:53:42 --- PID 2; epoch 10, batch 1
15:53:42 --- PID 3; epoch 10, batch 1
15:53:58 --- PID 0; epoch 10, batch 2
15:53:58 --- PID 2; epoch 10, batch 2
15:53:58 --- PID 3; epoch 10, batch 2
15:53:58 --- PID 1; epoch 10, batch 2
15:54:15 --- PID 3; epoch 10, batch 3
15:54:15 --- PID 0; epoch 10, batch 3
15:54:15 --- PID 2; epoch 10, batch 3
15:54:15 --- PID 1; epoch 10, batch 3
15:54:31 --- PID 1; epoch 10, batch 4
15:54:31 --- PID 2; epoch 10, batch 4
15:54:31 --- PID 3; epoch 10, batch 4
15:54:31 --- PID 0; epoch 10, batch 4
15:54:47 --- PID 2; epoch 10, batch 5
15:54:47 --- PID 1; epoch 10, batch 5
15:54:47 --- PID 0; epoch 10, batch 5
15:54:47 --- PID 3; epoch 10, batch 5
15:55:03 --- PID 2; epoch 10, batch 6
15:55:03 --- PID 3; epoch 10, batch 6
15:55:03 --- PID 1; epoch 10, batch 6
15:55:03 --- PID 0; epoch 10, batch 6
15:55:20 --- PID 0; epoch 10, batch 7
15:55:20 --- PID 1; epoch 10, batch 7
15:55:20 --- PID 2; epoch 10, batch 7
15:55:20 --- PID 3; epoch 10, batch 7
15:55:36 --- PID 2; epoch 10, batch 8
15:55:36 --- PID 0; epoch 10, batch 8
15:55:36 --- PID 3; epoch 10, batch 8
15:55:36 --- PID 1; epoch 10, batch 8
15:55:52 --- PID 0; epoch 10, batch 9
15:55:52 --- PID 1; epoch 10, batch 9
15:55:52 --- PID 2; epoch 10, batch 9
15:55:52 --- PID 3; epoch 10, batch 9
15:56:09 --- PID 1; epoch 11, batch 0
15:56:09 --- PID 3; epoch 11, batch 0
15:56:09 --- PID 2; epoch 11, batch 0
15:56:11 --- Epoch: 10	Train loss: 6.1675	Valid loss: 6.2649	Train accuracy: 0.76	Valid accuracy: 0.23
15:56:11 --- PID 0; epoch 11, batch 0
15:56:27 --- PID 0; epoch 11, batch 1
15:56:27 --- PID 2; epoch 11, batch 1
15:56:27 --- PID 1; epoch 11, batch 1
15:56:27 --- PID 3; epoch 11, batch 1
15:56:44 --- PID 3; epoch 11, batch 2
15:56:44 --- PID 0; epoch 11, batch 2
15:56:44 --- PID 1; epoch 11, batch 2
15:56:44 --- PID 2; epoch 11, batch 2
15:57:00 --- PID 2; epoch 11, batch 3
15:57:00 --- PID 0; epoch 11, batch 3
15:57:00 --- PID 3; epoch 11, batch 3
15:57:00 --- PID 1; epoch 11, batch 3
15:57:16 --- PID 1; epoch 11, batch 4
15:57:16 --- PID 3; epoch 11, batch 4
15:57:16 --- PID 2; epoch 11, batch 4
15:57:16 --- PID 0; epoch 11, batch 4
15:57:32 --- PID 2; epoch 11, batch 5
15:57:32 --- PID 0; epoch 11, batch 5
15:57:32 --- PID 3; epoch 11, batch 5
15:57:32 --- PID 1; epoch 11, batch 5
15:57:48 --- PID 2; epoch 11, batch 6
15:57:48 --- PID 0; epoch 11, batch 6
15:57:48 --- PID 3; epoch 11, batch 6
15:57:48 --- PID 1; epoch 11, batch 6
15:58:05 --- PID 3; epoch 11, batch 7
15:58:05 --- PID 1; epoch 11, batch 7
15:58:05 --- PID 0; epoch 11, batch 7
15:58:05 --- PID 2; epoch 11, batch 7
15:58:21 --- PID 3; epoch 11, batch 8
15:58:21 --- PID 0; epoch 11, batch 8
15:58:21 --- PID 1; epoch 11, batch 8
15:58:21 --- PID 2; epoch 11, batch 8
15:58:37 --- PID 2; epoch 11, batch 9
15:58:37 --- PID 3; epoch 11, batch 9
15:58:37 --- PID 0; epoch 11, batch 9
15:58:37 --- PID 1; epoch 11, batch 9
15:58:54 --- PID 1; epoch 12, batch 0
15:58:54 --- PID 2; epoch 12, batch 0
15:58:54 --- PID 3; epoch 12, batch 0
15:58:56 --- Epoch: 11	Train loss: 6.1661	Valid loss: 6.2724	Train accuracy: 0.77	Valid accuracy: 0.18
15:58:56 --- PID 0; epoch 12, batch 0
15:59:12 --- PID 3; epoch 12, batch 1
15:59:12 --- PID 0; epoch 12, batch 1
15:59:12 --- PID 1; epoch 12, batch 1
15:59:12 --- PID 2; epoch 12, batch 1
15:59:29 --- PID 0; epoch 12, batch 2
15:59:29 --- PID 1; epoch 12, batch 2
15:59:29 --- PID 2; epoch 12, batch 2
15:59:29 --- PID 3; epoch 12, batch 2
15:59:45 --- PID 0; epoch 12, batch 3
15:59:45 --- PID 1; epoch 12, batch 3
15:59:45 --- PID 2; epoch 12, batch 3
15:59:45 --- PID 3; epoch 12, batch 3
16:00:01 --- PID 3; epoch 12, batch 4
16:00:01 --- PID 0; epoch 12, batch 4
16:00:01 --- PID 1; epoch 12, batch 4
16:00:01 --- PID 2; epoch 12, batch 4
16:00:17 --- PID 0; epoch 12, batch 5
16:00:17 --- PID 1; epoch 12, batch 5
16:00:17 --- PID 2; epoch 12, batch 5
16:00:17 --- PID 3; epoch 12, batch 5
16:00:34 --- PID 1; epoch 12, batch 6
16:00:34 --- PID 3; epoch 12, batch 6
16:00:34 --- PID 2; epoch 12, batch 6
16:00:34 --- PID 0; epoch 12, batch 6
16:00:50 --- PID 2; epoch 12, batch 7
16:00:50 --- PID 1; epoch 12, batch 7
16:00:50 --- PID 0; epoch 12, batch 7
16:00:50 --- PID 3; epoch 12, batch 7
16:01:06 --- PID 2; epoch 12, batch 8
16:01:06 --- PID 3; epoch 12, batch 8
16:01:06 --- PID 0; epoch 12, batch 8
16:01:06 --- PID 1; epoch 12, batch 8
16:01:22 --- PID 0; epoch 12, batch 9
16:01:22 --- PID 3; epoch 12, batch 9
16:01:22 --- PID 1; epoch 12, batch 9
16:01:22 --- PID 2; epoch 12, batch 9
16:01:39 --- PID 2; epoch 13, batch 0
16:01:39 --- PID 1; epoch 13, batch 0
16:01:39 --- PID 3; epoch 13, batch 0
16:01:41 --- Epoch: 12	Train loss: 6.1638	Valid loss: 6.2739	Train accuracy: 0.78	Valid accuracy: 0.21
16:01:41 --- PID 0; epoch 13, batch 0
16:01:58 --- PID 0; epoch 13, batch 1
16:01:58 --- PID 2; epoch 13, batch 1
16:01:58 --- PID 1; epoch 13, batch 1
16:01:58 --- PID 3; epoch 13, batch 1
16:02:14 --- PID 2; epoch 13, batch 2
16:02:14 --- PID 3; epoch 13, batch 2
16:02:14 --- PID 0; epoch 13, batch 2
16:02:14 --- PID 1; epoch 13, batch 2
16:02:30 --- PID 2; epoch 13, batch 3
16:02:30 --- PID 0; epoch 13, batch 3
16:02:30 --- PID 1; epoch 13, batch 3
16:02:30 --- PID 3; epoch 13, batch 3
16:02:46 --- PID 1; epoch 13, batch 4
16:02:46 --- PID 0; epoch 13, batch 4
16:02:46 --- PID 3; epoch 13, batch 4
16:02:46 --- PID 2; epoch 13, batch 4
16:03:03 --- PID 2; epoch 13, batch 5
16:03:03 --- PID 0; epoch 13, batch 5
16:03:03 --- PID 3; epoch 13, batch 5
16:03:03 --- PID 1; epoch 13, batch 5
16:03:19 --- PID 1; epoch 13, batch 6
16:03:19 --- PID 0; epoch 13, batch 6
16:03:19 --- PID 2; epoch 13, batch 6
16:03:19 --- PID 3; epoch 13, batch 6
16:03:35 --- PID 0; epoch 13, batch 7
16:03:35 --- PID 1; epoch 13, batch 7
16:03:35 --- PID 2; epoch 13, batch 7
16:03:35 --- PID 3; epoch 13, batch 7
16:03:51 --- PID 2; epoch 13, batch 8
16:03:51 --- PID 1; epoch 13, batch 8
16:03:51 --- PID 3; epoch 13, batch 8
16:03:51 --- PID 0; epoch 13, batch 8
16:04:07 --- PID 2; epoch 13, batch 9
16:04:07 --- PID 3; epoch 13, batch 9
16:04:07 --- PID 0; epoch 13, batch 9
16:04:07 --- PID 1; epoch 13, batch 9
16:04:24 --- PID 2; epoch 14, batch 0
16:04:24 --- PID 1; epoch 14, batch 0
16:04:24 --- PID 3; epoch 14, batch 0
16:04:25 --- Epoch: 13	Train loss: 6.1652	Valid loss: 6.2721	Train accuracy: 0.76	Valid accuracy: 0.23
16:04:25 --- PID 0; epoch 14, batch 0
